employment_type,education_level,job_stability_years,family_dependents,monthly_income,district,house_ownership_status,vehicle_ownership,active_bank_accounts,average_monthly_expenses,existing_emi_burden,emergency_savings_availability,utility_bill_payment_regularity,repayment_percent,final_score
Government,Primary,14.53,0,39414,Khammam,Rent,Car,1,44242,31030,Yes,Rarely Paid,61.5,328.5
Unemployed,12th,1.54,3,69488,Medchal,Family,Car,3,5162,27505,No,Always On Time,47.05,212.25
Gig Worker,10th,19.41,2,116389,Warangal,Own,None,1,3255,33274,No,Always On Time,92.45,460.25
Farmer,12th,2.01,2,19005,Nizamabad,Family,None,1,17532,19977,Yes,Rarely Paid,25.85,131.25
Unemployed,12th,17.41,5,59434,Jagtial,Own,None,4,42562,38852,No,Rarely Paid,59.17,279.85
Trader,Graduate,1.88,4,112906,Jagtial,Own,2W,4,57021,27072,Yes,Sometimes Late,59.49,280.45
Trader,12th,10.39,0,31139,Kamareddy,Own,2W,1,31650,8784,No,Always On Time,51.15,242.75
Labour,10th,7.64,5,113878,Adilabad,Own,2W,3,43595,23251,Yes,Rarely Paid,64.79,345.95
Unemployed,Graduate,7.68,2,21209,Rangareddy,Family,Car,3,38380,41900,Yes,Sometimes Late,35.46,186.3
Gig Worker,Primary,16.54,5,26954,Hyderabad,Rent,2W,2,15407,10920,Yes,Sometimes Late,41.62,205.1
Farmer,10th,0.93,4,72658,Mahbubnagar,Rent,None,2,7184,38770,Yes,Always On Time,44.39,242.95
Government,Graduate,6.18,1,66771,Bhadradri Kothagudem,Own,Car,4,49689,38450,Yes,Rarely Paid,59.32,287.6
Labour,12th,15.78,4,102669,Mahabubabad,Rent,Car,3,27687,34220,No,Regularly Late,80.34,421.7
Government,Primary,19.2,5,61473,Rangareddy,Rent,2W,2,36962,33155,No,Regularly Late,62.87,295.35
Labour,10th,10.01,5,65425,Hyderabad,Rent,2W,1,56516,27724,Yes,Regularly Late,51.06,245.3
Gig Worker,Graduate,7.69,0,23455,Bhadradri Kothagudem,Own,None,3,46025,7928,No,Rarely Paid,43.26,230.3
Trader,Graduate,12.32,0,13996,Mahabubabad,Own,Car,2,51682,35878,No,Always On Time,45.48,237.4
Labour,12th,4.76,5,30459,Siddipet,Own,Car,4,23163,12932,Yes,Always On Time,25.7,122.5
Government,10th,10.42,0,27553,Nizamabad,Own,None,3,14150,13170,No,Sometimes Late,49.41,245.05
Unemployed,Primary,8.62,2,94870,Bhadradri Kothagudem,Own,None,1,45906,42818,No,Sometimes Late,73.7,389.5
Labour,12th,12.56,0,11432,Jagtial,Family,2W,3,37271,35400,No,Rarely Paid,44.56,201.8
Gig Worker,12th,0.86,1,31713,Mahbubnagar,Own,Car,1,54897,22337,Yes,Sometimes Late,33.81,188.05
Gig Worker,Postgraduate,9.39,0,75682,Adilabad,Rent,2W,2,13411,3053,Yes,Sometimes Late,71.93,339.65
Government,Postgraduate,12.29,5,25245,Jagtial,Family,None,1,8506,17425,Yes,Sometimes Late,34.39,173.95
Gig Worker,Primary,8.87,2,38910,Mancherial,Rent,2W,4,58957,27618,Yes,Always On Time,46.09,209.45
Gig Worker,Postgraduate,7.9,0,111768,Mahbubnagar,Own,2W,1,49788,46183,Yes,Sometimes Late,81.85,432.25
Trader,Primary,8.37,3,106431,Siddipet,Own,Car,3,32374,22270,Yes,Sometimes Late,72.56,375.8
Labour,12th,18.14,5,65492,Mancherial,Family,2W,2,44292,308,No,Regularly Late,63.29,328.45
Trader,Graduate,9.78,0,63129,Kamareddy,Family,None,1,14058,44459,No,Always On Time,66.23,307.15
Unemployed,10th,6.73,3,70941,Siddipet,Own,Car,1,28414,28386,No,Regularly Late,55.57,294.85
Trader,12th,14.88,4,100038,Khammam,Family,2W,3,39213,28813,Yes,Sometimes Late,78.99,407.95
Unemployed,Primary,17.82,4,89270,Adilabad,Family,2W,4,57374,43461,Yes,Regularly Late,78.03,385.15
Gig Worker,10th,17.16,3,35749,Medak,Own,2W,2,27635,49663,No,Sometimes Late,53.61,282.05
Government,10th,10.65,1,84121,Adilabad,Own,Car,4,17637,20010,No,Regularly Late,74.7,384.5
Unemployed,10th,1.39,5,116336,Bhadradri Kothagudem,Family,None,1,36600,41645,Yes,Rarely Paid,55.42,269.1
Labour,Graduate,12.66,5,22936,Karimnagar,Rent,2W,4,8776,4005,No,Rarely Paid,33.79,190.95
Unemployed,Primary,12.34,3,79931,Hyderabad,Rent,Car,2,32530,10664,No,Sometimes Late,68.48,362.4
Labour,12th,12.59,4,70584,Medak,Family,2W,3,38332,36841,No,Regularly Late,60.84,290.2
Farmer,Primary,11.41,1,93461,Jagtial,Own,2W,3,17186,13480,Yes,Always On Time,80.51,393.55
Labour,12th,7.35,3,12133,Rangareddy,Family,Car,4,10964,12318,No,Regularly Late,27.09,146.45
Unemployed,10th,19.05,1,77866,Mahbubnagar,Rent,2W,2,43468,49466,Yes,Regularly Late,84.17,440.85
Trader,Graduate,2.04,4,55721,Nizamabad,Rent,Car,3,26542,26831,No,Regularly Late,37.59,199.95
Government,12th,6.58,2,79046,Jagtial,Own,None,2,34066,18415,No,Always On Time,62.73,302.65
Unemployed,10th,7.89,3,67226,Mahbubnagar,Family,Car,2,35479,27323,Yes,Rarely Paid,55.45,258.25
Government,Postgraduate,13.05,5,69798,Mahbubnagar,Rent,None,1,17576,33086,No,Regularly Late,57.81,277.05
Labour,10th,18.4,5,55525,Nalgonda,Own,None,1,12598,31726,Yes,Sometimes Late,58.7,317.5
Trader,12th,14.15,3,26687,Hyderabad,Family,None,1,56156,42623,No,Sometimes Late,44.57,197.85
Government,12th,3.0,0,21472,Jagtial,Rent,Car,3,6082,26013,Yes,Regularly Late,35.24,188.2
Farmer,12th,19.13,2,14748,Nalgonda,Own,2W,2,58060,14223,Yes,Rarely Paid,49.4,224.0
Farmer,Primary,17.86,1,76519,Mahabubabad,Rent,2W,4,25215,57,No,Always On Time,81.72,419.6
Unemployed,12th,16.73,2,71603,Nalgonda,Rent,None,1,6939,35104,Yes,Sometimes Late,74.23,389.15
Gig Worker,Postgraduate,16.4,3,92844,Medchal,Rent,None,1,58087,10512,Yes,Always On Time,81.02,410.1
Farmer,Graduate,14.65,2,83540,Medchal,Family,2W,2,7852,30467,No,Always On Time,77.08,402.4
Unemployed,10th,4.65,3,84995,Siddipet,Own,2W,2,43109,6544,Yes,Regularly Late,59.47,284.35
Farmer,Primary,19.75,1,26424,Karimnagar,Family,Car,4,49420,33904,No,Always On Time,59.5,319.5
Labour,Primary,15.39,4,60769,Nizamabad,Rent,Car,1,10823,42726,No,Sometimes Late,60.14,292.7
Labour,Graduate,16.51,3,73303,Rangareddy,Own,2W,2,18659,21039,Yes,Rarely Paid,71.42,348.1
Labour,Primary,14.68,4,118367,Bhadradri Kothagudem,Family,Car,3,14777,1541,Yes,Always On Time,78.69,384.45
Trader,Primary,15.47,0,97049,Hyderabad,Family,2W,1,39973,47972,Yes,Sometimes Late,91.73,443.65
Unemployed,Postgraduate,3.97,1,61849,Hyderabad,Own,2W,3,39332,36017,Yes,Regularly Late,53.55,261.75
Unemployed,10th,11.34,4,11026,Mahbubnagar,Own,Car,2,53007,3763,No,Always On Time,29.19,129.95
Government,10th,10.87,5,33187,Mahbubnagar,Own,Car,4,29037,22568,Yes,Rarely Paid,36.23,184.15
Farmer,10th,17.26,5,97151,Kamareddy,Family,None,2,24435,40044,Yes,Sometimes Late,77.8,411.0
Gig Worker,10th,19.42,1,35579,Karimnagar,Family,2W,2,58772,42773,No,Always On Time,63.59,325.95
Labour,Postgraduate,3.64,4,31808,Karimnagar,Own,2W,2,36810,6230,Yes,Sometimes Late,28.03,131.15
Trader,12th,12.91,4,66612,Rangareddy,Own,2W,3,17695,6537,Yes,Rarely Paid,59.34,312.7
Labour,12th,12.21,4,80783,Hyderabad,Own,2W,4,14023,29394,No,Sometimes Late,65.37,313.85
Farmer,Postgraduate,8.1,1,104803,Mahbubnagar,Rent,None,4,13014,18190,Yes,Regularly Late,78.82,412.1
Trader,Postgraduate,8.89,5,20671,Nizamabad,Rent,Car,4,8431,31984,Yes,Regularly Late,27.0,156.0
Farmer,Graduate,9.1,3,37063,Hyderabad,Family,Car,2,21801,48972,Yes,Rarely Paid,42.18,223.9
Government,12th,0.52,2,118906,Nizamabad,Rent,Car,1,29445,21729,No,Always On Time,64.11,321.55
Farmer,Graduate,9.49,3,24833,Hyderabad,Family,Car,3,18532,5670,No,Always On Time,36.65,183.25
Labour,10th,17.58,3,93682,Hyderabad,Own,Car,1,11528,22347,Yes,Regularly Late,83.21,418.05
Labour,Primary,4.11,0,18346,Warangal,Own,Car,4,27143,5010,No,Regularly Late,35.34,163.7
Gig Worker,12th,14.49,4,34295,Siddipet,Family,Car,1,59974,8261,Yes,Always On Time,45.55,213.75
Government,Postgraduate,12.49,5,46476,Kamareddy,Own,Car,1,4991,22659,No,Rarely Paid,45.31,244.55
Trader,10th,6.92,1,40953,Bhadradri Kothagudem,Family,None,3,57218,29677,No,Always On Time,47.52,239.6
Trader,10th,4.62,3,16990,Nizamabad,Own,Car,4,11415,45554,Yes,Regularly Late,25.42,103.1
Farmer,Graduate,0.01,0,16654,Rangareddy,Family,2W,1,22932,4588,Yes,Always On Time,28.34,152.7
Government,Postgraduate,5.13,1,12444,Siddipet,Family,None,4,40434,7,Yes,Regularly Late,30.58,160.9
Unemployed,Primary,9.35,4,37133,Warangal,Own,None,4,46528,1523,No,Sometimes Late,39.26,193.3
Trader,12th,13.83,1,12862,Siddipet,Own,Car,3,43320,3811,Yes,Rarely Paid,43.84,238.2
Unemployed,Primary,4.16,0,14238,Hyderabad,Own,Car,4,34480,9424,Yes,Rarely Paid,33.36,169.8
Trader,12th,5.05,1,86108,Warangal,Own,None,3,4075,36524,No,Sometimes Late,67.3,345.5
Gig Worker,Primary,16.56,4,107254,Jagtial,Rent,Car,4,27536,41878,Yes,Regularly Late,81.51,392.55
Labour,10th,2.71,0,76776,Rangareddy,Rent,None,2,43020,31972,No,Regularly Late,62.45,334.25
Farmer,Postgraduate,8.45,0,48621,Jagtial,Own,None,1,39133,49966,No,Sometimes Late,56.99,291.95
Government,12th,6.83,1,11970,Warangal,Rent,Car,2,40764,1374,Yes,Rarely Paid,32.9,149.5
Government,Graduate,18.32,3,61242,Hyderabad,Own,Car,2,25489,944,No,Regularly Late,68.1,323.5
Unemployed,Postgraduate,16.34,3,97390,Rangareddy,Rent,2W,1,21477,11542,Yes,Rarely Paid,83.2,404.0
Unemployed,Primary,16.15,3,11202,Nalgonda,Rent,Car,4,44091,21727,Yes,Always On Time,39.83,182.15
Labour,10th,8.49,0,97196,Medchal,Own,Car,3,25760,5322,Yes,Sometimes Late,81.33,419.65
Government,Primary,3.11,0,32227,Khammam,Own,Car,4,39444,15128,Yes,Rarely Paid,40.78,225.9
Farmer,10th,14.28,2,53953,Khammam,Own,None,2,29659,25539,No,Regularly Late,61.73,285.65
Farmer,12th,16.77,0,73591,Mahbubnagar,Own,2W,3,50221,31396,No,Sometimes Late,81.95,412.75
Trader,12th,5.35,4,96993,Kamareddy,Family,Car,2,6026,30269,Yes,Sometimes Late,63.19,308.95
Gig Worker,10th,12.24,5,24487,Nizamabad,Own,None,3,11014,10816,Yes,Rarely Paid,33.94,179.7
Government,Postgraduate,0.42,5,64861,Nizamabad,Family,2W,4,27397,16192,No,Rarely Paid,36.39,187.95
Government,Primary,14.57,2,117593,Nizamabad,Own,2W,1,38557,35317,Yes,Regularly Late,85.19,406.95
Labour,Primary,12.64,4,23029,Nalgonda,Own,2W,2,36312,8452,No,Sometimes Late,37.14,187.7
Trader,Postgraduate,17.45,1,66519,Bhadradri Kothagudem,Family,None,4,9259,8815,Yes,Always On Time,76.1,398.5
Labour,Postgraduate,8.57,3,100864,Jagtial,Family,None,4,29046,6976,No,Sometimes Late,72.85,356.25
Unemployed,12th,16.3,0,84477,Kamareddy,Rent,2W,2,32449,8351,Yes,Always On Time,86.69,412.45
Government,Graduate,17.16,2,109662,Adilabad,Rent,None,3,44649,28367,No,Always On Time,89.07,442.35
Trader,12th,17.09,2,22788,Adilabad,Rent,2W,2,24788,31392,No,Rarely Paid,50.36,247.8
Trader,10th,2.23,2,24389,Jagtial,Family,None,4,3744,39892,Yes,Sometimes Late,28.87,144.35
Labour,12th,17.75,4,47469,Karimnagar,Rent,2W,4,43438,10367,Yes,Rarely Paid,57.03,301.15
Trader,12th,7.71,0,16182,Hyderabad,Own,None,1,39603,38721,No,Rarely Paid,39.66,184.3
Trader,Postgraduate,19.08,2,92288,Nalgonda,Own,None,2,41869,31853,No,Always On Time,88.1,454.5
Government,Primary,15.37,5,104121,Medak,Family,None,4,39572,17568,Yes,Sometimes Late,76.39,374.95
Farmer,Postgraduate,13.01,4,100793,Bhadradri Kothagudem,Own,None,1,32375,17401,Yes,Sometimes Late,76.18,401.9
Labour,Primary,9.06,5,18057,Medak,Own,2W,1,54506,40760,No,Always On Time,25.95,104.75
Farmer,Primary,19.38,3,13209,Adilabad,Rent,Car,1,22225,26392,Yes,Rarely Paid,45.67,205.35
Gig Worker,10th,6.76,0,69306,Rangareddy,Own,2W,4,16409,29976,Yes,Always On Time,64.79,324.95
Unemployed,10th,12.79,0,97246,Kamareddy,Rent,Car,3,17794,43382,No,Always On Time,87.81,431.05
Farmer,Primary,15.91,3,47313,Warangal,Own,Car,1,10449,38796,Yes,Sometimes Late,57.52,311.6
Government,12th,17.44,1,10040,Mancherial,Rent,2W,1,32990,35466,Yes,Rarely Paid,47.85,243.25
Labour,10th,8.35,5,15538,Warangal,Rent,2W,1,17564,23583,Yes,Rarely Paid,23.63,94.15
Unemployed,12th,5.19,5,119948,Kamareddy,Rent,None,2,39080,18866,Yes,Always On Time,61.12,284.6
Labour,Graduate,8.58,3,92562,Kamareddy,Own,2W,1,58251,16591,Yes,Always On Time,69.15,348.75
Labour,Graduate,18.38,3,90500,Bhadradri Kothagudem,Family,None,4,39097,36056,Yes,Rarely Paid,82.82,421.1
Farmer,Graduate,9.66,0,56778,Medchal,Family,None,2,18166,46947,Yes,Sometimes Late,62.88,330.4
Unemployed,Primary,8.75,5,14661,Warangal,Own,None,2,22323,22008,Yes,Regularly Late,23.79,112.95
Farmer,Primary,8.11,0,87693,Bhadradri Kothagudem,Own,2W,2,22107,31722,Yes,Always On Time,76.01,384.05
Unemployed,Graduate,0.35,3,104707,Nalgonda,Rent,Car,2,10278,25161,Yes,Sometimes Late,60.52,318.6
Trader,12th,2.6,4,22008,Mancherial,Own,2W,2,36105,4466,No,Regularly Late,21.57,86.85
Unemployed,12th,13.0,0,34382,Mancherial,Family,2W,1,17217,40011,No,Regularly Late,56.69,307.45
Unemployed,Primary,17.46,1,31748,Medak,Own,None,4,8729,41203,No,Rarely Paid,58.73,288.65
Unemployed,Graduate,9.35,2,19947,Hyderabad,Rent,Car,1,33353,21760,Yes,Always On Time,37.33,175.65
Trader,Postgraduate,15.59,0,59185,Mahbubnagar,Family,2W,1,30878,32464,Yes,Sometimes Late,72.98,358.9
Gig Worker,Graduate,8.84,1,49263,Jagtial,Family,None,2,16560,35001,No,Rarely Paid,54.56,254.8
Government,10th,10.61,1,86893,Siddipet,Family,2W,3,46237,47615,No,Rarely Paid,76.03,403.15
Gig Worker,12th,10.97,5,57739,Adilabad,Rent,None,2,15372,31230,Yes,Regularly Late,48.66,248.3
Farmer,Postgraduate,10.72,1,114252,Hyderabad,Family,None,3,27237,8693,No,Rarely Paid,82.75,399.75
Farmer,12th,8.27,0,41079,Bhadradri Kothagudem,Rent,None,2,39223,9508,Yes,Regularly Late,52.94,259.7
Trader,Graduate,11.24,2,69840,Medak,Own,2W,3,55789,8686,Yes,Rarely Paid,65.11,329.55
Labour,10th,19.31,3,72661,Siddipet,Rent,None,3,21832,31453,Yes,Regularly Late,75.3,377.5
Labour,10th,3.83,2,104068,Nizamabad,Family,2W,2,14016,41193,No,Always On Time,69.08,363.4
Trader,12th,16.43,0,20357,Khammam,Family,None,2,14685,39835,No,Always On Time,54.82,274.1
Farmer,12th,2.19,3,33968,Bhadradri Kothagudem,Family,None,4,28460,19312,No,Regularly Late,30.27,158.35
Labour,Postgraduate,14.06,1,18069,Nizamabad,Rent,2W,4,3589,3228,No,Sometimes Late,46.79,233.95
Government,12th,3.11,4,86485,Mancherial,Own,2W,3,4070,21669,No,Always On Time,54.57,272.85
Gig Worker,10th,7.44,1,77667,Khammam,Own,Car,3,5036,10217,No,Rarely Paid,66.66,343.3
Labour,12th,15.36,1,45541,Warangal,Rent,2W,4,58342,13636,No,Rarely Paid,62.48,326.4
Gig Worker,Postgraduate,4.49,2,61936,Warangal,Rent,Car,1,9518,17804,Yes,Rarely Paid,51.04,230.2
Farmer,10th,15.35,0,117474,Mahabubabad,Own,None,1,22505,28653,Yes,Always On Time,93.03,454.15
Gig Worker,Postgraduate,8.31,0,70516,Jagtial,Rent,2W,1,23725,3198,Yes,Always On Time,67.72,362.6
Gig Worker,Graduate,9.37,5,23476,Mahbubnagar,Rent,Car,4,26455,28030,No,Rarely Paid,29.13,120.65
Farmer,Graduate,19.84,0,37043,Nalgonda,Own,None,3,50633,28376,Yes,Always On Time,68.28,326.4
Farmer,Postgraduate,2.14,2,99779,Siddipet,Family,Car,4,7727,48901,Yes,Sometimes Late,66.43,308.15
Gig Worker,Postgraduate,7.68,2,52959,Kamareddy,Rent,2W,3,11375,4138,Yes,Rarely Paid,51.33,231.65
Trader,Primary,19.42,2,113921,Nizamabad,Family,None,2,41966,40691,Yes,Regularly Late,92.46,467.3
Gig Worker,Postgraduate,18.14,5,18672,Nizamabad,Own,2W,1,10679,47746,No,Sometimes Late,39.88,217.4
Government,Graduate,2.1,5,98644,Rangareddy,Rent,2W,3,5988,31212,No,Always On Time,55.81,269.05
Labour,Primary,3.56,2,42297,Siddipet,Rent,None,4,16412,23968,Yes,Rarely Paid,39.82,195.1
Trader,12th,11.68,0,26272,Hyderabad,Family,2W,1,29705,14006,Yes,Always On Time,50.66,269.3
Unemployed,10th,10.58,5,108134,Jagtial,Own,Car,4,49792,22103,Yes,Rarely Paid,69.2,338.0
Trader,12th,7.82,3,53307,Hyderabad,Family,2W,1,3688,42886,No,Always On Time,48.38,262.9
Farmer,Postgraduate,13.66,3,32158,Khammam,Own,None,1,10716,38141,No,Sometimes Late,46.57,223.85
Gig Worker,12th,6.64,2,30750,Nizamabad,Own,Car,3,51748,32105,No,Always On Time,38.67,197.35
Gig Worker,10th,12.14,0,86918,Medchal,Rent,Car,1,9259,10579,Yes,Always On Time,81.67,392.35
Gig Worker,10th,18.98,4,109473,Nizamabad,Family,Car,1,36024,16197,Yes,Rarely Paid,85.14,434.7
Labour,Primary,0.36,2,60010,Hyderabad,Family,None,2,52852,6057,Yes,Sometimes Late,43.88,214.4
Trader,Graduate,5.11,4,93618,Nalgonda,Rent,Car,4,55895,47529,Yes,Rarely Paid,61.14,295.7
Government,Graduate,2.35,5,18687,Medchal,Own,2W,4,4515,5656,Yes,Regularly Late,16.2,61.0
Unemployed,Postgraduate,1.19,0,68764,Mahbubnagar,Rent,2W,1,38119,7838,No,Always On Time,56.17,257.85
Labour,12th,16.48,4,43587,Nizamabad,Family,Car,1,11154,17603,No,Always On Time,53.18,280.9
Gig Worker,12th,12.93,1,77268,Karimnagar,Rent,2W,2,36679,16303,No,Rarely Paid,74.7,390.5
Unemployed,Postgraduate,2.84,0,56384,Siddipet,Rent,None,3,55057,37201,Yes,Always On Time,52.45,257.25
Farmer,10th,17.84,5,16207,Kamareddy,Family,2W,1,48856,35612,Yes,Rarely Paid,38.2,178.0
Gig Worker,Postgraduate,2.76,2,18680,Siddipet,Own,Car,2,6598,33532,Yes,Regularly Late,26.81,126.05
Labour,10th,13.15,1,13767,Nizamabad,Family,2W,1,17480,45692,Yes,Rarely Paid,43.28,214.4
Labour,10th,10.04,1,103363,Bhadradri Kothagudem,Family,None,2,26806,49534,Yes,Regularly Late,81.73,409.65
Unemployed,Postgraduate,19.58,2,35714,Khammam,Own,Car,2,45550,19866,Yes,Rarely Paid,60.56,280.8
Gig Worker,12th,19.29,4,29335,Jagtial,Family,2W,2,35265,45785,Yes,Rarely Paid,50.27,247.35
Farmer,12th,12.32,2,94540,Mancherial,Family,Car,3,38275,13233,No,Sometimes Late,79.08,393.4
Trader,Graduate,3.29,2,71012,Mahbubnagar,Family,None,4,29343,20837,No,Rarely Paid,53.77,282.85
Labour,10th,14.43,2,12973,Medak,Own,None,2,22332,17477,No,Always On Time,41.46,226.3
Trader,12th,13.38,3,70363,Medak,Own,Car,2,48469,34483,No,Rarely Paid,65.25,310.25
Unemployed,Primary,11.71,4,73937,Adilabad,Rent,2W,3,29499,33163,No,Always On Time,61.2,282.0
Trader,10th,16.43,1,59929,Medak,Own,Car,2,27675,7081,No,Always On Time,71.28,370.4
Trader,12th,6.97,0,104936,Nizamabad,Own,2W,3,27221,28560,Yes,Sometimes Late,80.46,382.3
Unemployed,Primary,19.75,3,55231,Adilabad,Rent,Car,4,42502,3779,Yes,Regularly Late,67.24,358.2
Government,12th,7.21,0,60002,Khammam,Family,Car,4,41749,17088,Yes,Regularly Late,60.82,296.1
Labour,Primary,3.93,0,116624,Nalgonda,Own,2W,4,33621,11153,Yes,Rarely Paid,75.89,370.45
Government,12th,16.02,0,117762,Medchal,Rent,Car,2,38164,32711,No,Regularly Late,94.03,482.15
Gig Worker,12th,18.75,5,66374,Bhadradri Kothagudem,Own,2W,4,13052,5575,Yes,Regularly Late,64.65,342.25
Government,Primary,18.26,5,11262,Jagtial,Family,Car,3,48844,14886,No,Always On Time,36.35,178.75
Labour,Primary,19.48,0,89853,Mahbubnagar,Own,Car,1,48431,12307,Yes,Rarely Paid,94.15,490.75
Unemployed,12th,0.86,3,55610,Jagtial,Own,None,1,13735,12120,Yes,Always On Time,39.09,199.45
Trader,Postgraduate,4.77,1,62784,Jagtial,Rent,None,4,21107,48193,Yes,Rarely Paid,55.21,271.05
Trader,12th,18.79,2,68638,Khammam,Rent,None,1,46536,37667,No,Always On Time,75.84,363.2
Government,12th,2.97,5,60686,Nalgonda,Own,None,3,51375,35907,No,Always On Time,38.13,207.65
Government,Graduate,2.15,2,66872,Bhadradri Kothagudem,Rent,Car,4,18605,37222,No,Always On Time,49.99,236.95
Gig Worker,12th,19.84,4,106621,Nizamabad,Family,Car,4,40729,27650,Yes,Always On Time,86.43,418.15
Gig Worker,Graduate,19.16,5,107086,Hyderabad,Rent,None,3,3897,7141,Yes,Regularly Late,82.07,393.35
Unemployed,10th,13.53,3,17733,Mahbubnagar,Own,None,4,15218,47044,No,Always On Time,39.16,173.8
Farmer,10th,13.82,1,92854,Mahbubnagar,Own,Car,1,54202,379,No,Regularly Late,83.82,432.1
Farmer,Graduate,12.25,4,15313,Nizamabad,Family,None,4,40464,38279,Yes,Sometimes Late,32.7,161.5
Trader,10th,15.34,3,114465,Kamareddy,Family,None,1,32067,26309,Yes,Regularly Late,83.01,423.05
Farmer,Postgraduate,5.03,3,60707,Mancherial,Own,2W,4,25584,22818,No,Always On Time,47.9,252.5
Government,Primary,13.94,5,97140,Medak,Family,2W,2,14702,28323,No,Rarely Paid,72.81,379.05
Government,10th,19.9,0,52997,Medchal,Own,2W,1,4299,18576,No,Always On Time,76.35,360.75
Farmer,Primary,1.13,0,91287,Nalgonda,Family,2W,3,53874,25162,No,Regularly Late,67.34,325.7
Farmer,Postgraduate,3.4,5,68281,Mahabubabad,Rent,2W,4,30178,3364,Yes,Always On Time,42.57,236.85
Trader,Primary,16.5,2,83857,Siddipet,Own,Car,4,3100,29890,No,Sometimes Late,80.01,378.05
Trader,Graduate,14.59,1,98902,Mahbubnagar,Own,Car,4,41305,6753,No,Rarely Paid,88.0,453.0
Gig Worker,Graduate,9.75,4,73730,Jagtial,Family,Car,2,25966,29646,No,Rarely Paid,58.16,272.8
Labour,Primary,1.97,3,23874,Nizamabad,Rent,Car,1,26024,35065,Yes,Regularly Late,24.89,147.45
Gig Worker,Postgraduate,2.7,1,21272,Hyderabad,Family,None,1,57523,22728,No,Sometimes Late,31.35,175.75
Gig Worker,10th,16.97,4,101304,Medchal,Family,2W,2,5648,13311,No,Rarely Paid,82.12,408.6
Farmer,Primary,0.79,5,44337,Mahabubabad,Family,Car,3,35053,29421,No,Always On Time,26.69,135.45
Unemployed,Postgraduate,10.96,2,54724,Mahbubnagar,Rent,None,1,20979,34537,No,Sometimes Late,57.14,302.7
Farmer,10th,8.69,2,69157,Jagtial,Own,None,3,26673,4844,Yes,Rarely Paid,60.95,305.75
Gig Worker,Graduate,10.56,4,86917,Siddipet,Own,Car,3,9207,40407,Yes,Regularly Late,65.97,304.85
Government,10th,4.16,4,19087,Karimnagar,Own,2W,4,34642,26198,No,Rarely Paid,22.45,120.25
Trader,10th,18.58,2,22910,Medchal,Rent,2W,3,9151,3318,No,Regularly Late,52.66,254.3
Unemployed,Postgraduate,18.33,4,34984,Mahabubabad,Family,None,2,16502,35179,No,Regularly Late,51.65,269.25
Unemployed,Primary,4.25,4,27048,Kamareddy,Family,None,4,21385,11982,No,Always On Time,26.57,144.85
Government,10th,17.61,1,23397,Nizamabad,Rent,2W,1,25405,562,Yes,Sometimes Late,54.78,273.9
Farmer,10th,5.33,3,10076,Kamareddy,Own,2W,1,56320,47043,No,Rarely Paid,23.03,113.15
Farmer,Primary,13.91,1,65721,Nizamabad,Own,None,1,21204,44375,No,Always On Time,70.39,364.95
Gig Worker,10th,16.2,0,82240,Medchal,Own,2W,3,15430,27293,Yes,Rarely Paid,85.42,422.1
Trader,Graduate,16.15,3,103437,Medchal,Own,Car,2,36994,4786,Yes,Rarely Paid,84.22,425.1
Gig Worker,Graduate,10.28,3,101954,Warangal,Family,None,2,39496,1296,Yes,Always On Time,75.42,398.1
Government,Primary,17.1,2,119993,Medchal,Rent,None,2,45607,45318,Yes,Regularly Late,88.98,466.9
Gig Worker,12th,2.4,2,46178,Khammam,Family,2W,4,31050,9582,Yes,Rarely Paid,40.02,187.1
Trader,12th,16.12,1,47176,Nizamabad,Rent,Car,2,8504,39577,Yes,Regularly Late,64.43,333.15
Government,Postgraduate,4.98,3,98748,Mahabubabad,Family,2W,1,41327,16710,No,Always On Time,66.84,311.2
Gig Worker,Primary,9.39,1,105889,Kamareddy,Own,None,3,45968,2351,Yes,Regularly Late,80.75,409.75
Labour,Graduate,16.52,3,103788,Kamareddy,Family,2W,1,20721,2360,Yes,Always On Time,84.78,432.9
Unemployed,Graduate,3.37,5,76688,Jagtial,Family,None,2,59300,27752,No,Sometimes Late,46.73,226.65
Farmer,Graduate,10.09,4,20110,Jagtial,Own,2W,2,55491,25486,Yes,Always On Time,31.86,147.3
Government,10th,19.12,4,67272,Kamareddy,Family,Car,3,58548,23809,Yes,Sometimes Late,68.98,366.9
Gig Worker,Primary,4.42,4,24283,Karimnagar,Family,Car,1,19825,20617,Yes,Sometimes Late,25.44,123.2
Government,12th,18.71,5,70098,Nizamabad,Own,None,2,27244,48550,No,Rarely Paid,66.45,323.25
Government,12th,8.74,4,21702,Khammam,Rent,2W,1,17040,2514,Yes,Regularly Late,30.63,131.15
Unemployed,Graduate,7.6,3,76928,Khammam,Family,None,4,57897,37239,No,Always On Time,59.86,318.3
Gig Worker,Postgraduate,5.82,0,22503,Mahbubnagar,Family,None,1,59334,23072,Yes,Regularly Late,39.98,213.9
Gig Worker,Postgraduate,5.14,1,77960,Rangareddy,Family,None,3,24681,10489,No,Regularly Late,63.36,309.8
Gig Worker,10th,12.56,1,96940,Medchal,Own,Car,1,41711,34579,Yes,Regularly Late,83.98,430.9
Trader,Postgraduate,7.04,2,70627,Nalgonda,Rent,2W,3,54100,22064,No,Sometimes Late,59.21,272.05
